No of Trees,Fold,No of Samples in Train,No of Samples in Test fold,MAE (Train),MAE (Test),R2_score (Train),R2_score (Test)
350,0,140119,53427,56.022792764344,116.76793361401451,0.8804706201853659,0.5022226810662265
350,1,165798,27748,57.09509026333198,153.99181827810332,0.873127380785826,0.31697079309570186
350,2,160717,32829,55.45164822549617,123.90708199071167,0.8769845853910644,0.5256967936833402
350,3,163069,30477,57.51854036526575,124.93441801871182,0.8715927277467981,0.35786510701957397
350,4,144481,49065,55.22333744287825,163.69054727111958,0.877435979289764,0.10926164246813874
350,cumulative,774184,193546,56.29972448228343,136.49661536411807,0.8757380030642384,0.3572961163873703
