No of Trees,Fold,No of Samples in Train,No of Samples in Test fold,MAE (Train),MAE (Test),R2_score (Train),R2_score (Test)
145,0,140119,53427,74.30482226954925,106.32642529965283,0.7987094768225859,0.5762849143480275
145,1,165798,27748,73.27022044103174,143.59655199675333,0.7975735091073812,0.3448136847537393
145,2,160717,32829,73.32961482507682,117.53226100754587,0.795400592390431,0.5636534806345785
145,3,163069,30477,75.37930385279077,121.37419038385232,0.793307262804557,0.3822417266617828
145,4,144481,49065,73.60210308193045,128.2468082406753,0.7920745545745685,0.43558875917215356
145,cumulative,774184,193546,73.97598279150971,121.49688700652345,0.7954031710948132,0.47473462603941324
