No of Trees,Fold,No of Samples in Train,No of Samples in Test fold,MAE (Train),MAE (Test),R2_score (Train),R2_score (Test)
130,0,140119,53427,76.34559620497834,104.81135402000552,0.7875838637065387,0.5848946855150399
130,1,165798,27748,74.80950654732231,141.2001483725432,0.7894798518059399,0.36335012015137724
130,2,160717,32829,75.13486081439704,118.02994920329967,0.7865950547485678,0.561085031246078
130,3,163069,30477,77.63796526872414,120.66069622102664,0.7822442174755423,0.3889218541566878
130,4,144481,49065,75.58816717727467,125.1943215852076,0.7817733835119405,0.45614964396777224
130,cumulative,774184,193546,75.89614862491494,119.93334172739156,0.7855755528468052,0.48559733406095745
