Decision Point,Max depth,No of Trees,Fold,Accuracy (Train),Accuracy (Test),True Positive (Train),True Negative (Train),False Positive (Train),False Negative (Train),True Positive (Test),True Negative (Test),False Positive (Test),False Negative (Test),MCC (Train),MCC (Test)
600,6,10,0,0.9366932552452707,0.849043948556341,57374.0,311123.0,3951.0,20954.0,19075.0,60674.0,2820.0,11359.0,0.7925475783765614,0.6446048352730691
600,6,10,1,0.9358368552105589,0.8392759669369931,75294.0,284758.0,6356.0,18330.0,9126.0,76977.0,10477.0,6012.0,0.8210741080165418,0.4357605362860358
600,6,10,2,0.9295946718658293,0.9102310084898664,72214.0,296823.0,6870.0,21080.0,10719.0,71514.0,3361.0,4749.0,0.7976987285466589,0.6730745309388746
600,6,10,3,0.9259916497962934,0.8738209099284868,61646.0,305193.0,5089.0,24230.0,12040.0,67628.0,658.0,10846.0,0.7722461465644735,0.6467678190635422
600,6,10,4,0.9435369740897007,0.820193055492017,67908.0,288782.0,5327.0,16018.0,17246.0,72397.0,12062.0,7590.0,0.8318174569375898,0.5217588255334669
600,6,10,cumulative,0.9343306812415306,0.8585129778807408,334436.0,1486679.0,27593.0,100612.0,68206.0,349190.0,29378.0,40556.0,0.8035779115209929,0.5717491952017357
600,6,30,0,0.974715431034921,0.8792798739460012,72297.0,311158.0,3916.0,6031.0,23901.0,58688.0,4806.0,6533.0,0.9200399187616749,0.7209420238589211
600,6,30,1,0.966442098259075,0.8686349812850904,86362.0,285465.0,5649.0,7262.0,10851.0,78264.0,9190.0,4287.0,0.9083974057797854,0.5472137786347375
600,6,30,2,0.9671299060170736,0.8935390677750351,86111.0,297827.0,5866.0,7183.0,11768.0,68957.0,5918.0,3700.0,0.9081711054289878,0.6472353894176539
600,6,30,3,0.9654380323002438,0.9106194884394332,78131.0,304335.0,5947.0,7745.0,16149.0,66874.0,1412.0,6737.0,0.8975215029413166,0.7531192925017023
600,6,30,4,0.9707937095771556,0.8085731277734571,78063.0,288931.0,5178.0,5863.0,20063.0,68310.0,16149.0,4773.0,0.9152169258904151,0.548962655478014
600,6,30,cumulative,0.9689038354376939,0.8721293078438034,400964.0,1487716.0,26556.0,34084.0,82732.0,341093.0,37475.0,26030.0,0.9097842056744635,0.6391267159406243
600,6,50,0,0.9856101392468772,0.8755642619879056,75088.0,312653.0,2421.0,3240.0,24243.0,57997.0,5497.0,6191.0,0.9547224497718985,0.7143441167137613
600,6,50,1,0.9791962322411615,0.8521327199001871,89306.0,287428.0,3686.0,4318.0,10559.0,76863.0,10591.0,4579.0,0.9433871380543235,0.505333503471808
600,6,50,2,0.9808658721822126,0.8893218068915134,89167.0,300224.0,3469.0,4127.0,11974.0,68370.0,6505.0,3494.0,0.9466637103233737,0.6417953738671798
600,6,50,3,0.979745455096199,0.9172443293993771,81785.0,306349.0,3933.0,4091.0,17138.0,66489.0,1797.0,5748.0,0.9403122397526312,0.7723104952839267
600,6,50,4,0.9824249077466373,0.8058831602543575,80435.0,290956.0,3153.0,3491.0,20053.0,68026.0,16433.0,4783.0,0.9490522451856259,0.5445797975579966
600,6,50,cumulative,0.9815685213026175,0.8680292556866682,415781.0,1497610.0,16662.0,19267.0,83967.0,337745.0,40823.0,24795.0,0.9467367936475373,0.6336288062294242
600,6,70,0,0.9912760992572484,0.8757771910399454,76430.0,313540.0,1534.0,1898.0,24183.0,58077.0,5417.0,6251.0,0.9726020515520554,0.71453508095859
600,6,70,1,0.9876747292963003,0.8567432158452901,91036.0,288960.0,2154.0,2588.0,10579.0,77316.0,10138.0,4559.0,0.9664825609564464,0.5149785741240238
600,6,70,2,0.9881003660069473,0.885182028491416,90624.0,301639.0,2054.0,2670.0,12273.0,67697.0,7178.0,3195.0,0.9668377713114709,0.6393059515339105
600,6,70,3,0.9866265479934774,0.9185276181283727,83206.0,307654.0,2628.0,2670.0,17116.0,66628.0,1658.0,5770.0,0.9606088828028415,0.7759040006234704
600,6,70,4,0.9883582207996614,0.806788965643442,81579.0,292055.0,2054.0,2347.0,20134.0,68044.0,16415.0,4702.0,0.9662588974733789,0.5474319426568656
600,6,70,cumulative,0.988407192670727,0.8686038038296932,422875.0,1503848.0,10424.0,12173.0,84285.0,337762.0,40806.0,24477.0,0.9665232424365848,0.6359587848522331
600,6,90,0,0.99394766676326,0.8743505663912784,76984.0,314037.0,1037.0,1344.0,24301.0,57825.0,5669.0,6133.0,0.9809975750344209,0.7120697146654777
600,6,90,1,0.9915968789150019,0.8604569557080474,91876.0,289629.0,1485.0,1748.0,10656.0,77620.0,9834.0,4482.0,0.977161243923286,0.5247029740947382
600,6,90,2,0.991402741147695,0.8602215999025935,91411.0,302163.0,1530.0,1883.0,12218.0,65497.0,9378.0,3250.0,0.976060813207526,0.5870275383253403
600,6,90,3,0.9911525199541596,0.9180779186592375,84108.0,308545.0,1737.0,1768.0,17199.0,66504.0,1782.0,5687.0,0.9739412048253234,0.7747008894911861
