Decision Point,Max depth,No of Trees,Fold,Accuracy (Train),Accuracy (Test),True Positive (Train),True Negative (Train),False Positive (Train),False Negative (Train),True Positive (Test),True Negative (Test),False Positive (Test),False Negative (Test),MCC (Train),MCC (Test)
800,6,10,0,0.9291586327241599,0.8167439197798748,75386.0,376147.0,7373.0,27053.0,28440.0,60015.0,3905.0,15942.0,0.7776569623404344,0.6229366492395423
800,6,10,1,0.9255772229038943,0.9160359145650109,104369.0,324848.0,10732.0,23780.0,11155.0,108417.0,3443.0,7517.0,0.8100166592057532,0.6294876829832501
800,6,10,2,0.9340846255187812,0.8642039732674174,101970.0,351090.0,10058.0,21913.0,16444.0,77953.0,8339.0,6494.0,0.8228885755962864,0.6032011588851652
800,6,10,3,0.9217074234900584,0.9138387442342255,96215.0,347412.0,11339.0,26344.0,16838.0,86381.0,2308.0,7424.0,0.7879751727090947,0.7311591795799388
800,6,10,4,0.9376636335043328,0.7725410143644087,90064.0,342213.0,8548.0,20190.0,24875.0,78063.0,18616.0,11692.0,0.8244141637343415,0.46412772631714216
800,6,10,cumulative,0.9296383076282455,0.8566727132421874,468004.0,1741710.0,48050.0,119280.0,97752.0,410829.0,36611.0,49069.0,0.8056008059871561,0.6021147027628908
800,6,30,0,0.9663304929016645,0.8492548614060682,93581.0,376016.0,7504.0,8858.0,33236.0,58740.0,5180.0,11146.0,0.8983457675512863,0.6864869029792482
800,6,30,1,0.9632112721007312,0.9164036404866239,120386.0,326283.0,9297.0,7763.0,13032.0,106588.0,5272.0,5640.0,0.9083880661457767,0.6562442328892559
800,6,30,2,0.9669670598374125,0.8669870914583906,116154.0,352855.0,8293.0,7729.0,17842.0,76859.0,9433.0,5096.0,0.9132860463625624,0.6290830772486399
800,6,30,3,0.962248862479483,0.9265345149666669,113696.0,349444.0,9307.0,8863.0,19769.0,84884.0,3805.0,4493.0,0.9006695795260878,0.7800736977415316
