Decision Point,Max depth,No of Trees,Fold,Accuracy (Train),Accuracy (Test),True Positive (Train),True Negative (Train),False Positive (Train),False Negative (Train),True Positive (Test),True Negative (Test),False Positive (Test),False Negative (Test),MCC (Train),MCC (Test)
400,6,10,0,0.9332385528332106,0.865448030535144,41983.0,227806.0,2816.0,16484.0,10785.0,55877.0,3175.0,7189.0,0.7834889263278476,0.5997972273752723
400,6,10,1,0.9304359961468683,0.8572890167016923,49973.0,223377.0,3654.0,16783.0,6602.0,55404.0,7239.0,3083.0,0.7946055528702087,0.4900900400843505
400,6,10,2,0.930638330586855,0.8788987810707457,44630.0,233790.0,2817.0,17934.0,8878.0,49959.0,3108.0,4999.0,0.780912155981313,0.6145117719443711
400,6,10,3,0.9236415653143322,0.8776735130070709,39877.0,235189.0,3812.0,18928.0,10797.0,49156.0,1517.0,6839.0,0.745032927140626,0.6628930970791493
400,6,10,4,0.9418355838050364,0.8284953624184129,44894.0,223159.0,2276.0,14278.0,9688.0,57841.0,6398.0,7581.0,0.8169881888859065,0.4737318509532785
400,6,10,cumulative,0.9319580057372605,0.8615609407466132,221357.0,1143321.0,15375.0,84407.0,46750.0,268237.0,21437.0,29691.0,0.784641432972053,0.5612465798693795
400,6,30,0,0.9738419656230434,0.8568275647184068,53740.0,227787.0,2835.0,4727.0,13907.0,52091.0,6961.0,4067.0,0.9181386895197725,0.624162506086819
400,6,30,1,0.968153798500274,0.8500442428934852,60997.0,223434.0,3597.0,5759.0,7034.0,54448.0,8195.0,2651.0,0.9084742648231321,0.49737802771032863
400,6,30,2,0.9711302231833968,0.8873536089866156,56853.0,233681.0,2926.0,5711.0,10725.0,48678.0,4389.0,3152.0,0.9116434251340858,0.669154285330072
400,6,30,3,0.9673780917778688,0.8984614033289903,52534.0,235557.0,3444.0,6271.0,12698.0,48675.0,1998.0,4938.0,0.8955892921440957,0.7248195205914666
400,6,30,4,0.9721580987115567,0.7904009422387986,54080.0,222603.0,2832.0,5092.0,11108.0,53316.0,10923.0,6161.0,0.9145336370643382,0.43539456760493445
400,6,30,cumulative,0.970532435559228,0.8566175524332593,278204.0,1143062.0,15634.0,27560.0,55472.0,257208.0,32466.0,20969.0,0.9097123080359341,0.5837928037910622
400,6,50,0,0.9858451895437045,0.8543089346454444,56114.0,228883.0,1739.0,2353.0,14287.0,51517.0,7535.0,3687.0,0.9559824974125973,0.6263388524632636
400,6,50,1,0.9807105147606939,0.8510950116137596,63237.0,224883.0,2148.0,3519.0,6856.0,54702.0,7941.0,2829.0,0.9447572529590911,0.49059567614012056
400,6,50,2,0.9834409083768146,0.8836042065009561,59509.0,234708.0,1899.0,3055.0,10750.0,48402.0,4665.0,3127.0,0.9496628694567335,0.6612482051941578
400,6,50,3,0.981108506880318,0.9018138166273844,55251.0,236929.0,2072.0,3554.0,13006.0,48596.0,2077.0,4630.0,0.9399404891161041,0.7348378956271622
400,6,50,4,0.9841500736102766,0.7839721254355401,56329.0,223767.0,1668.0,2843.0,11214.0,52686.0,11553.0,6055.0,0.9515980917132879,0.4276324125916578
400,6,50,cumulative,0.9830510386343615,0.8549588189646169,290440.0,1149170.0,9526.0,15324.0,56113.0,255903.0,33771.0,20328.0,0.9483489093677916,0.583133640142851
400,6,70,0,0.9912276150251307,0.8388725884766183,57040.0,229513.0,1109.0,1427.0,14718.0,49897.0,9155.0,3256.0,0.972764752800844,0.6071142001041837
400,6,70,1,0.9883384901306048,0.8485372193341445,64590.0,225771.0,1260.0,2166.0,6541.0,54832.0,7811.0,3144.0,0.9666719494378243,0.47022734251000065
400,6,70,2,0.9895578114188875,0.8767776051625239,60621.0,235426.0,1181.0,1943.0,10864.0,47831.0,5236.0,3013.0,0.9683188210852948,0.6489585437237384
400,6,70,3,0.9884018454967328,0.9027360962684273,56634.0,237718.0,1283.0,2171.0,13109.0,48556.0,2117.0,4527.0,0.9632394474318623,0.7376746640855558
400,6,70,4,0.9902005221234896,0.7812239289394906,57489.0,224329.0,1106.0,1683.0,11312.0,52364.0,11875.0,5957.0,0.9701584307932494,0.42586472276673
400,6,70,cumulative,0.9895452568389691,0.8496294876362409,296374.0,1152757.0,5939.0,9390.0,56544.0,253480.0,36194.0,19897.0,0.9682111957073387,0.5745316639768864
400,6,90,0,0.9943027925656113,0.8357827227170046,57534.0,229908.0,714.0,933.0,14925.0,49452.0,9600.0,3049.0,0.9823223500644263,0.6063120055149681
400,6,90,1,0.9921746026883422,0.840642628027873,65307.0,226181.0,850.0,1449.0,6436.0,54366.0,8277.0,3249.0,0.9776631707969837,0.4504102422816283
400,6,90,2,0.9934652757118838,0.8678746414913958,61336.0,235880.0,727.0,1228.0,10860.0,47239.0,5828.0,3017.0,0.9801989565265606,0.6304175480235032
400,6,90,3,0.9929987978751268,0.897992943828778,57477.0,238244.0,757.0,1328.0,13147.0,48194.0,2479.0,4489.0,0.9778468775661826,0.7257327051027284
